jid,formula,band_gap,formation_energy,bulk_modulus,shear_modulus,eps_avg,formula_clean,E_ads_Li2S2,E_ads_Li2S4,E_ads_Li2S6,E_ads_Li2S8,E_ads_S8,E_ads_avg
JVASP-10706,RbAs,0.676,-0.51438,17.64,8.43,8.769966666666667,,,,,,,
JVASP-10158,Li4UO5,2.21,-2.7559,88.83,58.02,4.7862,,,,,,,
JVASP-57099,Yb2PrDyS6,1.1,-1.95499,51.46,21.41,6.9313666666666665,,,,,,,
JVASP-24628,Hg3Se2Cl2,1.728,-0.29384,25.63,6.44,7.0141,,,,,,,
JVASP-11548,Mg2FeN2,0.0,-0.64086,115.37,61.34,71.07056666666666,,,,,,,
JVASP-36322,MnSb,0.0,0.50943,38.97,8.92,141.1857,,,,,,,
JVASP-9433,SrHfO3,4.171,-3.66475,164.23,102.42,4.359533333333333,,,,,,,
JVASP-50864,KLiMnS2,0.441,-1.1243,31.7,17.62,69.68736666666666,,,,,,,
JVASP-35688,VN,0.0,-1.31677,337.97,258.5,38.012766666666664,,,,,,,
JVASP-36277,FeN,0.0,0.09449,300.3,46.38,151.713,,,,,,,
JVASP-10962,SrCuF4,0.97,-2.90791,72.53,24.68,4.6114,,,,,,,
JVASP-30522,MgTi4O9,2.37,-3.07704,0.0,0.0,6.931533333333334,,,,,,,
JVASP-22525,SrClF,5.95,-3.46343,55.62,28.55,3.0627999999999997,,,,,,,
JVASP-10916,V2O5,1.642,-2.39203,102.02,40.45,7.018133333333334,,,,,,,
JVASP-10532,Ag2HgS2,0.473,-0.04689,62.54,14.73,11.644300000000001,,,,,,,
JVASP-12435,Li8PbO6,2.414,-1.89485,84.49,55.57,3.9859999999999993,,,,,,,
JVASP-10662,Na2PdS2,1.059,-0.93567,44.48,19.05,7.862233333333333,,,,,,,
JVASP-22642,Cu2HgI4,0.37,-0.16194,23.3,9.28,9.338099999999999,,,,,,,
JVASP-10707,NaSr4B3N6,2.202,-1.27377,78.43,44.78,4.3746,,,,,,,
JVASP-9520,MgNiPO5,0.212,-2.06704,127.04,64.09,24.6592,,,,,,,
JVASP-79750,MgTi3,0.0,0.0929,85.27,15.44,136.11253333333332,,,,,,,
JVASP-9224,MgBi2O6,0.18,-1.26617,87.38,56.01,11.145666666666665,,,,,,,
JVASP-9718,AgPS3,1.354,-0.1874,27.11,10.21,7.792833333333333,,,,,,,
JVASP-35975,LiScS2,1.477,-1.94491,60.24,40.15,7.730900000000001,,,,,,,
JVASP-1082,Mg2Sn,0.0,-0.25673,42.37,29.74,20.5142,,,,,,,
JVASP-24630,Hg3Te2Br2,1.653,-0.19261,20.2,5.58,8.7228,,,,,,,
JVASP-12101,ZrGeTe,0.0,-0.8014,68.4,50.42,78.66186666666667,,,,,,,
JVASP-13988,Al2Cu,0.0,-0.05967,85.27,50.1,60.14573333333333,,,,,,,
JVASP-36278,ErSb,0.0,-0.76513,300.3,46.38,222.4834,,,,,,,
JVASP-36369,PrN,0.176,-1.13576,125.46,46.31,33.056,,,,,,,
JVASP-10963,CaCuF4,0.964,-2.91289,83.0,33.26,5.364766666666667,,,,,,,
JVASP-57507,InBi2S4Cl,1.575,-0.62396,52.17,27.56,11.283966666666666,,,,,,,
JVASP-9093,Rb2Te,1.882,-1.0948,14.08,5.99,4.483466666666668,,,,,,,
JVASP-36235,SrC2,1.861,-0.03848,62.8,28.56,5.0666,,,,,,,
JVASP-36323,MnSb,0.0,0.21713,56.2,14.88,163.1805,,,,,,,
JVASP-11431,BaCaSi,0.164,-0.51001,33.61,20.11,22.49533333333333,,,,,,,
JVASP-85247,Cu2Mo3Se4,0.0,-0.3899,0.0,0.0,36.2733,,,,,,,
JVASP-80479,Sr3Mg,0.0,0.03798,13.94,6.55,139.97976666666668,,,,,,,
JVASP-9955,ZnMo2O4,0.0,-1.71969,221.47,95.5,15.593066666666667,,,,,,,
JVASP-10663,Na2PtS2,1.27,-0.95843,47.51,20.55,7.221333333333334,,,,,,,
JVASP-35689,TiS,0.0,-1.57736,143.21,105.53,56.84026666666667,,,,,,,
JVASP-28851,Te2W,0.986,-0.0211,1.97,5.47,12.833766666666667,,,,,,,
JVASP-36668,CaBe2P2,0.844,-0.8507,83.53,63.68,10.276733333333333,,,,,,,
JVASP-36632,ZnGeO3,0.0,-1.13757,194.83,85.88,6.253800000000001,,,,,,,
JVASP-81804,Li2AgAs,0.258,-0.12115,42.79,2.57,63.37936666666666,,,,,,,
JVASP-36406,CN2,0.485,0.9109,418.0,350.8,6.028299999999999,,,,,,,
JVASP-52138,CaUS2,0.0,-1.29922,48.67,0.0,116.551,,,,,,,
JVASP-12437,KInP2S7,2.021,-0.55415,24.38,12.49,6.047033333333332,,,,,,,
JVASP-11601,Al2CoO4,0.743,-2.59261,192.83,54.02,122.07496666666667,,,,,,,
JVASP-81987,H3S,0.0,0.38617,45.9,21.6,16.5673,,,,,,,
JVASP-9521,CaCrF4,1.629,-3.27201,63.79,32.41,23.18756666666667,,,,,,,
JVASP-9178,ZrO2,2.972,-3.6251,238.77,101.26,6.199533333333332,,,,,,,
JVASP-9719,TlPd3O4,1.169,-0.73155,149.03,39.56,12.6115,,,,,,,
JVASP-10919,CaCr2F10,0.007,-2.88073,26.62,21.97,24.358666666666664,,,,,,,
JVASP-36144,GaBN2,3.353,-0.60881,255.87,181.6,5.433766666666667,,,,,,,
JVASP-10708,RbC,3.713,0.13847,21.38,8.55,3.1403666666666665,,,,,,,
JVASP-31671,LiBH4,6.914,-0.37087,18.09,5.53,2.650066666666667,,,,,,,
JVASP-36370,RbSb,0.0,0.48628,5.53,0.0,41.2899,,,,,,,
JVASP-1154,GeTe,0.496,-0.09207,49.0,44.94,72.246,,,,,,,
JVASP-54884,MgB2H8,5.928,-0.22931,18.02,10.59,2.7338,,,,,,,
JVASP-57246,Na3Co2SbO6,0.0,-1.48349,111.0,49.14,54.9548,,,,,,,
JVASP-81103,CdPdAu2,0.0,-0.03188,111.88,34.61,62.94903333333334,,,,,,,
JVASP-9974,Ba2YSbO6,3.864,-2.9162,136.3,85.08,4.2612,,,,,,,
JVASP-4243,TiI3,0.077,-0.81856,15.27,10.46,12.760100000000001,,,,,,,
JVASP-36492,Sr3BiP,0.042,-1.00442,32.8,25.5,28.096500000000002,,,,,,,
JVASP-11211,AgSb2F12,0.535,-2.07728,21.79,10.55,3.4603,,,,,,,
JVASP-81829,LiMnIr2,0.0,0.47706,157.47,55.96,120.02409999999999,,,,,,,
JVASP-9355,Ba2AlCu3O8,0.0,-1.57408,51.61,29.15,83.03243333333334,,,,,,,
JVASP-10969,KThCuS3,2.026,-1.60188,42.08,24.85,6.3586,,,,,,,
JVASP-29795,AlH3O3,5.522,-1.83208,59.99,41.99,2.694233333333333,,,,,,,
JVASP-81499,AgBrO2,0.358,-0.07101,8.51,4.49,35.7528,,,,,,,
JVASP-36451,Sr3AsP,0.011,-0.66234,31.5,23.88,21.3591,,,,,,,
JVASP-10173,SbTe,0.084,-0.10682,35.37,23.8,87.81576666666666,,,,,,,
JVASP-1121,SrSe,2.24,-2.20404,45.3,31.74,5.4772,,,,,,,
JVASP-36407,SrO,2.778,-2.64361,99.53,61.34,4.4533,,,,,,,
JVASP-81247,Li2PtAu,0.0,-0.29223,86.96,29.63,102.13316666666667,,,,,,,
JVASP-9956,MgCr2O4,0.344,-2.30709,170.33,11.94,158.21286666666666,,,,,,,
JVASP-10533,MgTa2O6,2.893,-3.10344,187.84,106.27,5.368933333333334,,,,,,,
JVASP-24633,Bi2SO2,0.935,-1.11004,62.54,23.83,11.024133333333333,,,,,,,
JVASP-28474,Te2MoW2Se2S2,0.078,-0.43225,34.91,23.71,12.311466666666666,,,,,,,
JVASP-9625,V2Zn2O5,0.0,-1.83568,106.16,16.07,63.52869999999999,,,,,,,
JVASP-10664,LiDyO2,4.247,-3.16115,118.0,49.8,3.7871333333333332,,,,,,,
JVASP-9525,Zn2Ni3O8,0.713,-1.07892,156.9,62.26,14.735466666666667,,,,,,,
JVASP-80497,MgZr3,0.0,0.01649,80.77,41.38,165.7225,,,,,,,
JVASP-50865,Li2FeS2,0.0,-0.9355,45.32,18.21,66.2347,,,,,,,
JVASP-11550,Ca2SnN2,0.834,-0.74668,75.1,47.42,10.0725,,,,,,,
JVASP-12639,BaDyFe2O5,0.0,-2.35792,148.47,77.08,157.85576666666665,,,,,,,
JVASP-36596,SnHgO3,0.0,-0.84219,153.3,56.76,9.7309,,,,,,,
JVASP-9721,ErTaO4,4.065,-3.52323,168.26,79.85,4.9327000000000005,,,,,,,
JVASP-11328,MgCoF5,0.388,-2.60344,91.5,47.7,4.956600000000001,,,,,,,
JVASP-35735,CoSnRh2,0.0,-0.16468,189.07,71.08,170.4624,,,,,,,
JVASP-50442,K2Sr2O3,2.078,-2.16409,40.13,14.7,3.3573,,,,,,,
JVASP-10970,SbS2NF6,2.539,-1.57802,17.77,7.84,4.1322,,,,,,,
JVASP-35690,CuPd,0.0,-0.12012,157.4,59.28,62.1865,,,,,,,
JVASP-81992,BrCl,1.637,-0.03564,14.24,7.73,6.991066666666666,,,,,,,
JVASP-85269,Rb2CuBr2Cl2,0.0,-1.34784,17.57,8.04,12.6199,,,,,,,
JVASP-57630,Rb2CrF6,0.0,-2.89814,22.47,9.04,4.4733,,,,,,,
JVASP-12074,TiClO,0.0,-2.46178,52.91,39.97,16.2938,,,,,,,
JVASP-9976,BaMgC2O6,4.242,-2.28951,88.24,43.73,3.0241666666666673,,,,,,,
JVASP-10666,CaB2C2,0.525,-0.44584,170.96,115.19,14.501566666666667,,,,,,,
JVASP-9206,CaNiO2,0.027,-1.84613,86.8,32.48,43.83103333333333,,,,,,,
JVASP-85270,CaCl2,5.54,-2.52987,32.91,12.27,3.1162666666666667,,,,,,,
JVASP-36324,MoC,0.0,0.40452,238.17,31.42,82.2573,MoC,,,2.89,,,2.89
JVASP-34349,TiS,0.0,-1.53483,140.19,102.13,120.92933333333333,,,,,,,
JVASP-11212,KAsSe2,1.532,-0.64514,14.86,9.15,7.072666666666667,,,,,,,
JVASP-11432,LiCaSb,0.697,-1.02749,39.2,29.96,11.045166666666667,,,,,,,
JVASP-9957,ZnCo2O4,0.191,-1.18059,209.12,81.37,30.903033333333337,,,,,,,
JVASP-5125,BaMn2Ge2,0.0,-0.25647,51.46,26.73,93.81476666666667,,,,,,,
JVASP-13967,SrSi,0.0,-0.21644,40.07,20.44,74.57313333333333,,,,,,,
JVASP-11602,Al2FeO4,0.114,-2.54274,227.83,103.76,5.6758999999999995,,,,,,,
JVASP-36408,SnC,0.748,0.7856,123.83,89.54,12.100500000000002,,,,,,,
JVASP-10971,Ba2YTaO6,3.532,-3.44661,142.32,69.11,4.717266666666667,,,,,,,
JVASP-36187,BrCl,1.637,-0.03561,14.26,7.73,6.990733333333334,,,,,,,
JVASP-12640,FePO4,1.07,-1.84677,76.29,16.65,105.48996666666666,,,,,,,
JVASP-34350,RbFeF3,0.0,-2.46766,62.1,33.96,15.311100000000001,,,,,,,
JVASP-36669,CaB2H2,0.052,-0.27581,111.69,89.89,9.428333333333333,,,,,,,
JVASP-9977,Sr3GaO4F,4.163,-3.01082,94.12,55.89,3.6042,,,,,,,
JVASP-22643,SiC,2.067,-0.24287,213.3,193.02,6.975999999999999,,,,,,,
JVASP-36237,RuO2,0.792,-1.06245,297.53,200.0,16.5547,,,,,,,
JVASP-36372,RhC,0.0,1.03164,283.0,36.12,61.3761,,,,,,,
JVASP-35977,ZrB6,0.0,-0.03817,178.63,83.0,108.8978,,,,,,,
JVASP-10308,ZnCo2O4,0.006,-1.16607,183.62,79.63,47.137766666666664,,,,,,,
JVASP-35691,Sr2SO,2.258,-2.45258,63.4,43.94,4.628133333333333,,,,,,,
JVASP-30583,MnO2,0.0,-1.40157,114.39,67.33,92.49276666666667,,,,,,,
JVASP-11035,MgFe2O4,0.0,-1.75095,134.06,71.55,62.50263333333333,,,,,,,
JVASP-10972,SrCaGe,0.471,-0.71249,35.59,23.69,17.577433333333335,,,,,,,
JVASP-51014,CrHO2,1.128,-1.71673,151.62,88.83,116.3491,,,,,,,
JVASP-36636,SrGeO3,0.0,-2.40905,168.8,125.04,5.3041,,,,,,,
JVASP-36285,IrN,0.0,1.59218,299.6,54.18,193.15600000000003,,,,,,,
JVASP-12641,NaFeO2,0.074,-1.4944,67.61,22.77,108.54946666666666,,,,,,,
JVASP-9958,MgCo2O4,0.436,-1.6197,209.97,107.32,24.273200000000003,,,,,,,
JVASP-10174,SrLiSb,0.748,-1.04145,36.38,28.33,10.461999999999998,,,,,,,
JVASP-9358,MgCo2S4,0.734,-0.7422,103.43,43.82,16.223933333333335,,,,,,,
JVASP-4183,BeCl2,6.48,-1.49244,16.76,10.49,3.0731,,,,,,,
JVASP-36493,Ba3BiP,0.098,-0.91284,27.2,19.98,24.0251,,,,,,,
JVASP-36452,Ba3PN,0.0,-0.73869,43.0,28.26,15.305,,,,,,,
JVASP-9225,MgSb2O6,1.532,-1.76142,132.23,95.66,4.671966666666667,,,,,,,
JVASP-34358,RbCuF3,0.0,-2.2552,82.03,37.1,13.105666666666666,,,,,,,
JVASP-9978,KCSN,4.093,-0.53612,21.8,12.36,3.6239000000000003,,,,,,,
JVASP-36188,BaO,2.446,-2.72267,73.57,33.48,4.6885666666666665,,,,,,,
JVASP-36326,NaH,1.775,-0.13847,24.87,20.26,3.272,,,,,,,
JVASP-35775,MgNi,0.0,-0.21125,94.54,45.67,27.627499999999998,,,,,,,
JVASP-11213,Na4TiO4,3.558,-2.31209,56.48,28.75,3.1961666666666666,,,,,,,
JVASP-10974,Sr2TaGaO6,4.122,-3.01587,170.16,3.53,4.674333333333333,,,,,,,
JVASP-50034,Na6MgO4,2.277,-1.67701,58.7,38.28,3.0401333333333334,,,,,,,
JVASP-58267,SiO2,5.818,-2.73778,304.09,218.29,3.456433333333333,,,,,,,
JVASP-51436,TiZnO3,3.121,-2.44481,59.49,26.85,4.4488666666666665,,,,,,,
JVASP-13835,YN,0.782,-1.84569,134.62,66.89,7.5128666666666675,,,,,,,
JVASP-22526,SrBrF,5.293,-3.27318,48.0,26.34,3.378966666666667,,,,,,,
JVASP-35978,IrC,0.0,0.52535,275.73,84.02,28.1979,,,,,,,
JVASP-57560,Ag2S,1.074,-0.07356,45.59,10.43,9.9212,,,,,,,
JVASP-28908,TeW2Se2S,0.439,-0.44189,2.88,1.89,11.455499999999999,,,,,,,
JVASP-10922,MgV2O5,0.46,-2.56202,85.87,32.22,38.282666666666664,,,,,,,
JVASP-82023,LiCu2Pd,0.105,1.80126,2.56,1.61,5.886733333333333,,,,,,,
JVASP-28777,Te4Mo3WS4,0.135,-0.44606,5.03,0.8,13.2064,,,,,,,
JVASP-11340,MgMn2O4,0.22,-2.11581,24.07,33.9,88.30503333333336,,,,,,,
JVASP-36147,FeNi3,0.0,0.03159,186.93,60.68,343.2361,,,,,,,
JVASP-34480,KRb2NiF6,0.0,-2.54818,44.13,19.7,5.6389,,,,,,,
JVASP-36373,CaC2,1.732,-0.00017,72.67,28.32,5.846666666666667,,,,,,,
JVASP-9179,Sr2Sn,0.238,-0.70942,27.93,16.0,18.833099999999998,,,,,,,
JVASP-36670,Be3N2,4.629,-1.05347,225.89,146.49,5.0767,,,,,,,
JVASP-57779,MgSO4,6.113,-2.06349,78.82,49.59,2.735633333333333,,,,,,,
JVASP-36327,NaN,0.0,1.09317,37.57,0.76,69.2874,,,,,,,
JVASP-9960,CaMn2O4,0.0,-2.24376,147.7,64.8,111.00856666666668,,,,,,,
JVASP-35738,CaZnSe2,1.572,-1.20824,44.51,6.63,5.994,,,,,,,
JVASP-50866,LiCoS2,0.563,-0.86404,84.34,51.73,19.90533333333333,,,,,,,
JVASP-10317,MgTi2O5,2.601,-3.11571,100.26,43.59,4.3621,,,,,,,
JVASP-9082,Ga2O3,2.694,-1.98874,212.21,95.85,4.3709999999999996,,,,,,,
JVASP-11361,Tm2S3,2.583,-2.22052,80.93,30.48,6.650099999999999,,,,,,,
JVASP-36238,MgTe,0.607,-0.89206,48.97,33.1,8.9761,,,,,,,
JVASP-9981,NaGeSbO5,2.136,-1.75643,101.4,54.42,3.787433333333334,,,,,,,
JVASP-43513,Li2FeF6,0.0,-2.56487,57.48,31.41,14.960866666666666,,,,,,,
JVASP-9160,Th3Sb4,0.083,-0.96302,80.7,44.28,34.4506,,,,,,,
JVASP-30584,CoO2,0.0,-0.97838,113.5,63.24,65.11006666666667,,,,,,,
JVASP-36637,MgZrO3,1.003,-2.72274,161.77,78.7,5.0931,,,,,,,
JVASP-13743,AlPO4,5.438,-2.73876,137.74,100.69,3.0010333333333334,,,,,,,
JVASP-30372,CrCo2O6,0.137,-1.27933,102.52,54.83,40.23283333333333,,,,,,,
JVASP-22527,SrCl2,5.498,-2.62686,38.53,16.46,3.1932999999999994,,,,,,,
JVASP-9207,CaFeO2,0.0,-2.09563,107.53,20.06,50.10313333333334,,,,,,,
JVASP-10175,CdGe2O5,1.655,-1.63015,141.91,64.29,4.4012,,,,,,,
JVASP-30626,SbF4,2.438,-2.22968,79.27,39.52,3.605,,,,,,,
JVASP-12644,BaNdMn2O6,0.0,-2.64099,163.72,69.61,62.50513333333333,,,,,,,
JVASP-36598,HfHgO3,0.0,-2.08725,166.2,61.86,12.3575,,,,,,,
JVASP-54995,HoFe2B2,0.0,-0.49931,127.88,80.43,110.42406666666666,,,,,,,
JVASP-11604,MnAlF5,2.382,-3.16638,76.94,44.81,3.722,,,,,,,
JVASP-29796,UH2O4,1.785,-2.20265,89.32,51.53,4.843166666666666,,,,,,,
JVASP-9722,NaReO4,3.421,-1.93076,33.4,16.34,4.652733333333333,,,,,,,
JVASP-9983,KSO2F,3.812,-1.91359,23.4,12.96,2.7518999999999996,,,,,,,
JVASP-57510,LiScF4,6.192,-3.80872,97.32,38.17,2.6327,,,,,,,
JVASP-35776,BaC2,1.466,-0.02786,54.1,27.02,5.055499999999999,,,,,,,
JVASP-10667,PrZn3P3,0.065,-0.62863,73.34,45.21,16.88286666666667,,,,,,,
JVASP-35827,Ba2ClF3,5.876,-3.71599,52.29,20.35,2.8984,,,,,,,
JVASP-59620,Sr2PrO4,0.0,-2.92805,91.94,39.75,50.5191,,,,,,,
JVASP-36410,BeB2,0.0,0.10579,201.02,124.43,15.165333333333331,,,,,,,
JVASP-36328,MnTe,0.0,0.07737,24.37,14.2,126.4235,,,,,,,
JVASP-13836,Na2LiN,0.0,-0.09356,35.77,22.12,8.147566666666668,,,,,,,
JVASP-10975,HoCuS2,1.734,-1.48675,74.26,31.71,8.259366666666667,,,,,,,
JVASP-1142,DyScO3,4.461,-3.8247,177.83,86.98,4.763066666666667,,,,,,,
JVASP-34372,Na3NiF6,0.019,-2.48631,53.59,24.99,4.649333333333334,,,,,,,
JVASP-57695,BN,5.432,-1.31808,377.97,390.52,4.5441666666666665,,,,,,,
JVASP-51015,KHO,4.147,-1.44531,30.84,16.69,2.594666666666667,,,,,,,
JVASP-11434,CeFe4P12,0.458,-0.66263,153.47,129.22,26.4697,,,,,,,
JVASP-10570,KSb2Se4,1.091,-0.52624,25.19,13.41,13.329966666666666,,,,,,,
JVASP-9161,TeO2,3.041,-1.11798,46.43,34.96,6.142133333333334,,,,,,,
JVASP-35981,IrC,0.0,1.40583,313.8,0.0,234.7381,,,,,,,
JVASP-10177,SbAsO4,3.247,-1.32929,41.12,27.31,4.610366666666667,,,,,,,
JVASP-24638,NbAlO4,3.37,-2.97806,180.96,78.89,4.7186666666666675,,,,,,,
JVASP-9984,CoAg3C6N6,2.99,0.36409,42.07,17.5,3.954566666666667,,,,,,,
JVASP-35692,KInO2,2.353,-1.77784,95.63,52.28,4.0442,,,,,,,
JVASP-11605,AlCo2O4,0.14,-1.88017,203.01,54.69,123.37650000000001,,,,,,,
JVASP-9434,NdCuSe2,0.812,-1.29683,66.4,32.86,11.557433333333334,,,,,,,
JVASP-35739,CaGaSiH,0.415,-0.42329,60.56,44.93,16.333533333333335,,,,,,,
JVASP-57251,XeO3,1.662,1.3955,24.76,17.85,8.923666666666668,,,,,,,
JVASP-34483,Ag2H3IO6,0.709,-0.48673,101.26,25.31,5.115566666666666,,,,,,,
JVASP-36289,LiF,8.106,-2.85443,74.17,42.04,2.1403,,,,,,,
JVASP-9986,Ba2HoRuO6,0.086,-2.71353,144.87,82.0,54.23766666666666,,,,,,,
JVASP-10178,HfSO,2.87,-2.7712,148.47,61.84,7.3948,,,,,,,
JVASP-4531,P4S5,2.227,-0.17835,14.52,9.37,7.4072666666666676,,,,,,,
JVASP-36535,CrN2,0.0,0.53845,271.5,0.0,155.3614,,,,,,,
JVASP-36638,SrSiO3,3.036,-2.95436,213.63,168.26,3.8903,,,,,,,
JVASP-10976,ErCuS2,1.761,-1.48782,77.37,33.18,8.212333333333333,,,,,,,
JVASP-24643,AcCl3,5.127,-2.60919,33.46,17.41,3.7443333333333335,,,,,,,
JVASP-34374,Mg2SiO4,5.017,-2.98525,123.66,76.03,2.8892,,,,,,,
JVASP-11037,MgCoO2,0.0,-1.82011,149.07,0.0,90.36293333333333,,,,,,,
JVASP-56047,LiI,4.558,-1.28714,22.62,12.71,4.432966666666666,,,,,,,
JVASP-36411,TaCo,0.0,-0.10381,230.57,14.08,131.1661,,,,,,,
JVASP-1127,KTaO3,2.228,-2.91791,198.2,132.42,5.4776,,,,,,,
JVASP-30523,Ti4ZnO9,2.441,-2.83071,13.82,30.31,5.666733333333333,,,,,,,
JVASP-36494,Ca3BiAs,0.0,-0.34834,28.4,19.26,19.1101,,,,,,,
JVASP-56189,ZrCo2Si2,0.0,-0.75328,181.37,104.38,88.38893333333333,,,,,,,
JVASP-36671,Bi2O3,0.114,-1.18412,99.41,19.87,7.9294,,,,,,,
JVASP-9987,Ba2YTaO6,3.445,-3.44561,145.73,87.92,4.7105,,,,,,,
JVASP-35777,NbN,0.0,-0.77545,227.6,23.76,71.8062,,,,,,,
JVASP-36072,UCd2O5,2.095,-2.23952,109.88,26.07,5.174766666666667,,,,,,,
JVASP-9435,AlTlF4,4.671,-3.1763,49.66,32.89,3.0155666666666665,,,,,,,
JVASP-9724,NaErO2,4.504,-3.08759,110.22,71.07,3.7104,,,,,,,
JVASP-10571,RbSb2Se4,1.142,-0.53919,24.49,13.83,12.737433333333334,,,,,,,
JVASP-9988,Ba2ErRuO6,0.079,-2.72391,146.47,83.38,54.5978,,,,,,,
JVASP-35828,Ba2H3I,2.271,-0.98137,30.62,19.37,4.685133333333333,,,,,,,
JVASP-9226,MgTa2O6,3.122,-3.0301,138.39,91.03,5.4421333333333335,,,,,,,
JVASP-22528,CaCl2,5.422,-2.52779,27.97,15.28,3.106666666666667,,,,,,,
JVASP-13861,ZrN,0.0,-1.7603,203.68,88.41,35.76016666666667,,,,,,,
JVASP-10179,MgGeN2,2.854,-0.71905,150.68,85.97,5.132866666666667,,,,,,,
JVASP-1079,Mg2Ge,0.299,-0.34663,51.57,44.08,17.1366,,,,,,,
JVASP-36454,Sr3SbP,0.0,-0.35345,25.6,18.24,17.7577,,,,,,,
JVASP-34375,SiO2,4.903,-2.68713,75.77,32.4,2.2866666666666666,,,,,,,
JVASP-36599,TiHgO3,0.0,-1.84676,182.53,57.44,12.5135,,,,,,,
JVASP-30586,TiO2,2.355,-3.08064,115.07,74.72,6.727466666666667,TiO2,3.48,3.67,3.08,2.67,3.84,3.348
JVASP-35693,SrCdO2,0.245,-2.07228,105.82,57.61,8.114566666666667,,,,,,,
JVASP-28909,MoW3Se8,1.067,-0.55631,35.36,26.17,10.807033333333335,,,,,,,
JVASP-34484,SiO2,5.747,-2.87898,121.66,48.77,2.3891666666666667,,,,,,,
JVASP-9628,Ca2Fe2O5,0.0,-2.25874,136.71,51.93,155.20696666666666,,,,,,,
JVASP-43519,HfO2,3.95,-3.77072,225.49,120.69,4.656233333333333,,,,,,,
JVASP-11038,MgV2O4,0.0,-2.47531,38.53,45.88,108.46933333333334,,,,,,,
JVASP-50450,ZrSeO,2.013,-2.52827,128.9,51.66,9.3733,,,,,,,
JVASP-36379,CaB2,0.0,-0.25351,124.96,101.89,32.063633333333335,,,,,,,
JVASP-10572,Rb3NbO8,2.683,-1.53033,37.13,17.32,3.409466666666667,,,,,,,
JVASP-10979,Ag3PS4,1.154,-0.19943,49.4,13.44,7.826233333333334,,,,,,,
JVASP-11435,GaSiMo4S8,0.0,-0.48285,43.4,0.0,33.3364,,,,,,,
JVASP-9725,Sc2Si2O7,4.325,-3.35819,166.71,76.97,3.6074333333333333,,,,,,,
JVASP-36243,RbCuO,0.0,-0.16648,43.1,0.0,10.2025,,,,,,,
JVASP-35779,MnSn,0.0,0.37958,64.93,5.78,165.4122,,,,,,,
JVASP-11158,Li2PdF6,1.919,-2.2246,55.61,29.21,3.773066666666667,,,,,,,
JVASP-10321,Ti2ZnO5,2.785,-2.72014,102.9,35.06,4.7136000000000005,,,,,,,
JVASP-40123,ErTaOs2,0.0,-0.36969,216.87,96.46,159.96676666666667,,,,,,,
JVASP-11436,CoAsS,0.893,-0.48952,136.17,107.86,24.853799999999996,,,,,,,
JVASP-56190,CuI,1.297,-0.14799,42.66,13.67,6.3945333333333325,,,,,,,
JVASP-29194,Te3MoWSe,0.265,-0.20486,27.46,19.11,12.973033333333333,,,,,,,
JVASP-10668,PrCd3P3,0.497,-0.50603,63.99,33.09,16.1725,,,,,,,
JVASP-11342,ZnNi2O4,0.0,-1.13224,183.68,52.53,116.21103333333333,,,,,,,
JVASP-12442,Tb2CoGe2,0.0,-0.63426,85.67,38.14,139.95023333333333,,,,,,,
JVASP-29057,Te4MoW3Se2S2,0.212,-0.33592,2.19,5.25,11.491566666666666,,,,,,,
JVASP-11555,CaMnO2,0.357,-2.27944,128.18,61.37,51.10286666666667,,,,,,,
JVASP-36075,Na3Co,0.0,0.61618,16.23,8.06,110.8186,,,,,,,
JVASP-72,WS2,0.718,-0.89481,74.31,52.53,12.715266666666665,,,,,,,
JVASP-36291,IrN,0.0,1.42926,290.52,0.0,211.39453333333333,,,,,,,
JVASP-10180,LiSmO2,3.745,-3.07874,124.09,69.25,4.381333333333333,,,,,,,
JVASP-50035,ZrO2,4.139,-3.67127,161.88,86.81,5.164733333333333,,,,,,,
JVASP-9990,Ca5B3O9F,4.511,-3.23282,94.33,38.82,3.0224999999999995,,,,,,,
JVASP-35984,IrC,0.0,1.22284,326.77,98.2,42.51416666666667,,,,,,,
JVASP-28722,MoWSe3S,0.49,-0.65055,37.29,27.01,10.927966666666668,,,,,,,
JVASP-36412,BaSi2,0.0,0.03063,21.83,13.6,24.037300000000002,,,,,,,
JVASP-9726,Mg2As2O7,3.338,-1.97755,112.92,53.51,3.3851666666666667,,,,,,,
JVASP-12646,MnSO4,1.362,-1.47279,54.47,36.1,19.3659,,,,,,,
JVASP-11042,MgMnO2,0.0,-2.13994,118.52,54.71,76.93603333333333,,,,,,,
JVASP-35740,CaGaSnH,0.187,-0.42961,46.59,31.59,19.96493333333333,,,,,,,
JVASP-9527,VZnSF5,0.0,-2.30257,27.46,18.99,14.936866666666665,,,,,,,
JVASP-11440,BaPr2ZnS5,1.247,-1.95858,65.11,35.33,7.4804,,,,,,,
JVASP-10573,ZnCO3,3.87,-1.51804,131.99,56.03,3.5511666666666666,,,,,,,
JVASP-9117,FeS2,0.433,-0.62728,154.93,136.76,21.1193,,,,,,,
JVASP-10925,V2ZnO5,0.346,-2.1577,78.63,27.58,46.79776666666667,,,,,,,
JVASP-10181,GeO2,3.207,-1.65848,22.73,26.64,3.301066666666667,,,,,,,
JVASP-10325,CaTi2O5,2.772,-3.24038,88.98,33.69,4.217733333333333,,,,,,,
JVASP-11159,Li2PtF6,2.523,-2.26878,56.27,29.56,3.1853,,,,,,,
